match_id,radiant_win
6,0.82268931647
7,0.756018009014
10,0.188658161373
13,0.856746277255
16,0.241456069885
18,0.380307751379
19,0.52736745428
24,0.562728846956
33,0.215821407495
37,0.674421452612
41,0.156810773774
42,0.325901368544
55,0.235520258686
60,0.674549289634
62,0.551814377387
63,0.61257404054
64,0.089407299041
71,0.55321364663
72,0.318329929921
83,0.505343191168
85,0.779540608061
89,0.930821610926
92,0.753967507691
100,0.959051415548
102,0.885659845517
108,0.536545927485
111,0.775287139334
126,0.188046069047
130,0.0535748948908
140,0.789910491089
141,0.252089876375
152,0.838671508491
153,0.742095637185
159,0.555079654892
160,0.581723601959
163,0.597881121019
178,0.559138799794
179,0.366537414572
181,0.679430738641
196,0.145279957171
206,0.118729748627
209,0.550892440812
216,0.541581594468
228,0.0765786273733
230,0.419266285867
242,0.715063097398
245,0.171665656734
261,0.5002502817
274,0.476489635396
282,0.736655883046
289,0.519470713943
296,0.0974835642133
297,0.610050547141
302,0.305442406946
304,0.0233851682164
313,0.795615628462
316,0.481464292844
317,0.412678082705
344,0.878163048619
348,0.745955900356
352,0.506902100276
354,0.560716822257
361,0.457122725452
362,0.219717571291
363,0.739956216282
365,0.399979029806
375,0.301709565143
380,0.322332291571
384,0.525826470891
394,0.778394154856
399,0.605143262846
404,0.726901273653
406,0.643224092129
430,0.154282551715
432,0.323791243356
443,0.458178233703
463,0.612491598242
467,0.525654586162
474,0.180387864399
488,0.227237344647
502,0.906505224916
503,0.266717423157
507,0.28517639236
508,0.387303952904
509,0.450100609871
516,0.356827232469
528,0.276563938289
542,0.601315698601
547,0.179498494792
552,0.547667322284
555,0.610769445362
561,0.630249996234
569,0.802891004633
575,0.948223617126
576,0.808961829035
582,0.184919120583
585,0.43896213218
586,0.56413826851
590,0.80586164207
592,0.228201110542
598,0.400445218359
599,0.262427348734
600,0.727860104737
601,0.552145131087
603,0.311481990231
617,0.467070835608
628,0.455882836111
634,0.141200055212
635,0.30423917822
639,0.421782573126
644,0.657629517904
646,0.741780347133
650,0.0866257390264
659,0.835240214598
663,0.375661853768
668,0.649404720353
670,0.407240712115
678,0.424499894341
679,0.271004617771
686,0.780711675588
694,0.27617056716
696,0.89616787348
702,0.891393275292
709,0.377456555244
712,0.359859663771
723,0.222892286443
729,0.427370465997
733,0.732237267442
735,0.383548332299
737,0.369102270591
749,0.68884135595
752,0.477522782722
767,0.919299996496
771,0.122835295717
778,0.484587648286
780,0.747258561082
790,0.500897152606
797,0.36042716925
802,0.324051438282
805,0.710531827616
807,0.775427206622
808,0.842131024429
811,0.336583092696
815,0.129030579249
820,0.754259753237
838,0.162260545691
861,0.153480032652
886,0.226429668298
889,0.105538014294
904,0.643165361578
913,0.428574375187
928,0.706199410861
931,0.607678460922
932,0.671528189314
945,0.736998248693
953,0.848274884803
955,0.348318318977
970,0.540120927071
972,0.416019978722
978,0.57461786829
982,0.792154701457
983,0.720204551938
984,0.327630197651
987,0.548879489157
1000,0.618683505828
1006,0.604080259782
1014,0.742078088762
1030,0.541108944908
1037,0.731362092878
1044,0.612314349676
1046,0.791003884777
1048,0.405470902433
1053,0.864093103433
1057,0.693007978684
1077,0.881578358585
1085,0.962665530643
1087,0.741034268111
1088,0.734040142516
1096,0.108681089349
1098,0.958941909234
1100,0.10369086552
1113,0.71931859027
1119,0.722859927092
1127,0.512356772705
1142,0.358570197352
1148,0.349675713929
1157,0.207790311123
1158,0.763497092779
1163,0.417299267625
1167,0.658422433982
1168,0.341720030571
1181,0.0596353940938
1183,0.231158791269
1191,0.567628123997
1192,0.166875025664
1198,0.780443656315
1216,0.168401698116
1218,0.657111194503
1221,0.964875076778
1222,0.327667593684
1225,0.14709120937
1226,0.439595931634
1230,0.204285559768
1242,0.744431677591
1247,0.669835444956
1253,0.324422337301
1259,0.59817224997
1271,0.864207140302
1282,0.529237435983
1284,0.948530890692
1293,0.405491137902
1294,0.6053545385
1298,0.44247477663
1306,0.608754364484
1316,0.719793744396
1321,0.316377296752
1331,0.433322008694
1336,0.18743891435
1341,0.552796917148
1348,0.506838014703
1356,0.859016532812
1384,0.283105006033
1389,0.606937729776
1391,0.619887113457
1413,0.802205198185
1419,0.617082814659
1426,0.830207957258
1440,0.664267054792
1445,0.587374889086
1465,0.410347476448
1470,0.484751067207
1472,0.478466782978
1484,0.551129716429
1485,0.105757488562
1486,0.891412431213
1488,0.563021285577
1498,0.0403493806032
1508,0.649433527973
1518,0.845679249336
1526,0.236311948266
1527,0.757786759904
1528,0.240819508964
1540,0.638672533342
1546,0.464155266655
1551,0.790441342859
1564,0.740215101374
1565,0.886064336817
1568,0.930710541434
1572,0.651990185751
1573,0.112202544104
1581,0.42212460503
1585,0.888622694788
1588,0.26179342945
1595,0.224392734048
1596,0.272164475384
1603,0.303419848104
1615,0.611289305713
1621,0.464063609299
1623,0.252678559985
1630,0.425636860212
1636,0.669501820635
1642,0.214876522163
1654,0.744504945796
1657,0.881449543683
1665,0.393286535093
1666,0.780931003354
1676,0.732656288231
1678,0.524319454887
1683,0.510364801133
1685,0.0620006427623
1687,0.0159703766543
1690,0.218899780847
1702,0.39853460938
1703,0.240827567098
1714,0.307701416043
1716,0.56920051163
1726,0.177932016621
1748,0.299926740552
1750,0.209408864163
1762,0.949892309957
1765,0.109890114692
1767,0.530824896543
1773,0.346049263971
1774,0.186314469979
1776,0.657012211958
1782,0.827678176641
1799,0.499728714001
1803,0.487802705993
1811,0.410462903531
1820,0.446817612177
1823,0.796601710339
1864,0.689590720126
1871,0.526318450674
1874,0.080550778678
1878,0.328399644019
1888,0.695449287071
1895,0.810948151542
1896,0.441651810979
1899,0.539894916852
1901,0.565291750713
1903,0.646952685834
1913,0.163940173225
1935,0.789554181889
1946,0.232844329799
1958,0.801287461282
1960,0.546905796906
1968,0.336128440323
1969,0.538816811547
1973,0.255303209165
1974,0.502734846597
1977,0.434560839843
1992,0.630340505418
1995,0.191766407501
2001,0.770471281687
2017,0.48711473465
2018,0.226066146203
2020,0.354314338056
2021,0.306516616272
2027,0.404798585472
2036,0.558003792239
2040,0.18611962542
2041,0.16429926092
2047,0.908087489118
2049,0.328670093393
2059,0.281268915506
2066,0.256026772306
2068,0.525608637276
2069,0.722974152389
2081,0.421558320925
2083,0.555285272578
2084,0.886588289384
2085,0.940307472761
2096,0.449669585677
2104,0.191979838219
2105,0.155031829812
2110,0.360607846807
2112,0.0886786378892
2115,0.520388701498
2120,0.148002507603
2121,0.134119831906
2125,0.854330515416
2128,0.61313680505
2129,0.383903247492
2138,0.557920455003
2159,0.730499007551
2160,0.208530510209
2180,0.658609209782
2181,0.583005512453
2183,0.729772903746
2189,0.149238981422
2192,0.44288783014
2193,0.900560011973
2197,0.123142739631
2201,0.424954165047
2206,0.837597552143
2208,0.818920262652
2210,0.68098944077
2212,0.69109821574
2220,0.568643915886
2226,0.516690345201
2227,0.0581927020831
2229,0.375265991783
2233,0.199160057292
2234,0.888458375248
2237,0.343489468157
2238,0.573219562082
2246,0.351632728519
2248,0.289170147274
2265,0.378191053491
2268,0.390210845743
2270,0.697364044776
2276,0.821039165866
2278,0.838874195427
2290,0.605155886646
2298,0.38977304216
2305,0.104280987234
2320,0.614917063892
2325,0.49152849017
2329,0.864122120952
2342,0.62201902386
2352,0.185588278155
2387,0.691996672601
2397,0.209782898541
2399,0.66843768195
2401,0.623994913416
2404,0.286720413725
2411,0.687736785236
2422,0.655121134071
2424,0.784776041885
2425,0.221515355078
2429,0.18095826655
2433,0.549802541208
2434,0.669339974865
2436,0.0948015833928
2440,0.106003182931
2448,0.550813599672
2458,0.64816648056
2460,0.340103808002
2466,0.625941198502
2473,0.421360939308
2479,0.316511870391
2493,0.181060520582
2504,0.186324694577
2524,0.765135766945
2526,0.978498528568
2531,0.296927050206
2532,0.0710428212566
2546,0.499683626706
2561,0.856216121604
2565,0.157588101164
2570,0.572592622245
2579,0.604456906285
2581,0.210111410573
2592,0.752356526918
2593,0.381108194499
2594,0.27747081363
2618,0.793403294706
2628,0.386187696757
2638,0.460526635005
2647,0.62741178471
2654,0.719289288575
2655,0.545200884461
2669,0.210890938734
2674,0.539444121318
2677,0.686389139634
2687,0.350712174007
2689,0.241530979053
2694,0.65674026196
